timestamps,TP9,AF7,AF8,TP10,Right AUX
1680451582.674,-36.133,-43.945,-41.504,-35.645,0.000
1680451582.678,-24.902,-44.434,-39.062,-30.273,0.000
1680451582.682,-6.836,-35.156,-32.227,-7.812,0.000
1680451582.686,-17.090,-33.203,-30.762,-15.625,0.000
1680451582.690,-17.578,-32.227,-32.715,-22.461,0.000
1680451582.694,-16.602,-40.527,-30.273,-22.949,0.000
1680451582.698,-14.648,-45.410,-29.785,-27.344,0.000
1680451582.701,-9.277,-42.480,-33.203,-12.695,0.000
1680451582.705,-23.438,-42.969,-31.250,-27.832,0.000
1680451582.709,-54.199,-51.758,-23.438,-48.828,0.000
1680451582.713,-44.922,-51.758,-30.273,-32.227,0.000
1680451582.717,-27.832,-38.086,-35.156,-25.391,0.000
1680451582.721,-16.602,-34.668,-35.645,-17.090,0.000
1680451582.725,-20.020,-34.668,-38.574,-14.648,0.000
1680451582.729,-36.621,-31.738,-36.133,-26.367,0.000
1680451582.733,-37.598,-33.203,-37.109,-31.250,0.000
1680451582.737,-27.832,-31.250,-40.039,-24.414,0.000
1680451582.740,-13.672,-33.691,-31.250,-3.418,0.000
1680451582.744,-17.578,-33.203,-31.250,-4.883,0.000
1680451582.748,-28.320,-38.574,-41.504,-34.668,0.000
1680451582.752,-27.344,-41.504,-23.438,-36.621,0.000
1680451582.756,-20.508,-35.156,-23.438,-27.344,0.000
1680451582.760,-16.602,-35.645,-40.039,-27.344,0.000
1680451582.764,-18.555,-35.645,-40.039,-20.020,0.000
1680451582.768,-23.926,-34.180,-28.809,-30.273,0.000
1680451582.772,-29.297,-32.715,-23.926,-44.434,0.000
1680451582.776,-23.926,-30.762,-37.598,-40.039,0.000
1680451582.780,-19.043,-23.438,-40.039,-21.484,0.000
1680451582.783,-24.902,-22.949,-37.598,-14.648,0.000
1680451582.787,-33.203,-34.180,-41.504,-32.715,0.000
1680451582.791,-34.180,-43.945,-41.992,-40.527,0.000
1680451582.795,-21.484,-39.062,-39.551,-32.227,0.000
1680451582.799,-22.461,-28.809,-36.621,-24.414,0.000
1680451582.803,-26.367,-32.227,-33.691,-13.184,0.000
1680451582.807,-26.855,-34.668,-43.457,-10.254,0.000
1680451582.811,-39.551,-30.762,-39.551,-30.273,0.000
1680451582.815,-49.805,-38.086,-10.742,-48.828,0.000
1680451582.819,-42.480,-41.016,-27.344,-40.039,0.000
1680451582.823,-25.391,-31.738,-47.852,-21.484,0.000
1680451582.826,-33.203,-33.203,-34.668,-33.203,0.000
1680451582.830,-38.086,-41.504,-34.668,-41.016,0.000
1680451582.834,-41.504,-43.457,-49.316,-33.691,0.000
1680451582.838,-39.551,-39.551,-46.875,-27.832,0.000
1680451582.842,-16.113,-36.133,-41.992,-22.461,0.000
1680451582.846,-5.371,-28.809,-38.086,-18.555,0.000
1680451582.850,-21.484,-31.250,-34.180,-26.855,0.000
1680451582.854,-32.227,-46.387,-43.457,-40.039,0.000
1680451582.858,-23.438,-46.387,-22.949,-31.250,0.000
1680451582.862,-7.812,-41.016,-12.207,-22.461,0.000
1680451582.865,-16.113,-39.062,-40.527,-25.879,0.000
1680451582.869,-25.391,-36.621,-42.480,-27.832,0.000
1680451582.873,-26.367,-38.574,-41.016,-28.809,0.000
1680451582.877,-32.227,-35.645,-38.086,-37.109,0.000
1680451582.881,-26.367,-31.250,-36.133,-28.320,0.000
1680451582.885,-19.531,-39.062,-37.109,-22.949,0.000
1680451582.889,-42.969,-46.875,-39.551,-39.062,0.000
1680451582.893,-64.941,-44.922,-45.898,-40.039,0.000
1680451582.897,-46.387,-37.598,-43.457,-34.180,0.000
1680451582.901,-27.344,-37.598,-45.410,-30.273,0.000
1680451582.905,-38.574,-42.969,-55.664,-37.109,0.000
1680451582.908,-39.551,-36.133,-40.039,-36.621,0.000
1680451582.912,-44.922,-35.645,-27.832,-27.344,0.000
1680451582.916,-42.480,-41.016,-34.180,-25.391,0.000
1680451582.920,-23.438,-33.203,-32.715,-18.066,0.000
1680451582.924,-27.344,-26.367,-33.203,-27.832,0.000
1680451582.928,-34.180,-34.180,-39.062,-39.062,0.000
1680451582.932,-38.574,-44.922,-41.016,-38.574,0.000
1680451582.936,-59.570,-51.270,-40.527,-42.969,0.000
1680451582.940,-41.504,-40.039,-38.574,-24.414,0.000
1680451582.944,-20.020,-34.180,-43.945,-15.137,0.000
1680451582.948,-35.645,-41.504,-38.086,-38.574,0.000
1680451582.951,-46.875,-41.504,-32.227,-49.805,0.000
1680451582.955,-53.223,-32.227,-38.086,-41.992,0.000
1680451582.959,-32.715,-33.691,-38.574,-40.039,0.000
1680451582.963,-17.578,-35.156,-40.527,-46.875,0.000
1680451582.967,-18.066,-30.762,-39.551,-50.781,0.000
1680451582.971,-40.527,-30.273,-36.621,-49.316,0.000
1680451582.975,-52.246,-31.738,-34.180,-43.457,0.000
1680451582.979,-28.320,-36.621,-35.156,-39.062,0.000
1680451582.983,-34.668,-40.039,-35.156,-32.227,0.000
