timestamps,TP9,AF7,AF8,TP10,Right AUX
1680451804.868,-23.926,-17.090,-31.250,-29.297,0.000
1680451804.872,-25.879,-25.879,-20.020,-26.367,0.000
1680451804.876,-29.785,-27.832,-34.668,-38.086,0.000
1680451804.879,-43.457,-23.438,-17.090,-47.363,0.000
1680451804.883,-67.871,-29.297,-1.953,-54.199,0.000
1680451804.887,-48.828,-32.715,-30.762,-37.598,0.000
1680451804.891,-41.016,-28.809,-29.785,-35.645,0.000
1680451804.895,-74.219,-25.879,-33.691,-79.102,0.000
1680451804.899,-72.266,-28.320,-42.480,-79.590,0.000
1680451804.903,-44.434,-31.738,-42.480,-41.992,0.000
1680451804.907,-34.668,-27.832,-35.156,-24.414,0.000
1680451804.911,-38.574,-20.508,-33.203,-33.203,0.000
1680451804.915,-60.059,-21.484,-40.039,-55.664,0.000
1680451804.919,-73.730,-22.461,-43.457,-53.711,0.000
1680451804.922,-61.523,-20.020,-37.109,-32.715,0.000
1680451804.926,-58.594,-28.320,-16.113,-23.926,0.000
1680451804.930,-62.500,-32.227,-13.184,-22.461,0.000
1680451804.934,-60.547,-20.508,-27.832,-30.762,0.000
1680451804.938,-59.082,-15.137,-39.062,-40.527,0.000
1680451804.942,-54.688,-20.508,-41.504,-34.180,0.000
1680451804.946,-60.547,-24.414,-35.645,-24.902,0.000
1680451804.950,-71.289,-30.762,-28.809,-31.738,0.000
1680451804.954,-62.012,-22.461,-31.738,-41.016,0.000
1680451804.958,-49.316,-26.367,-39.062,-31.738,0.000
1680451804.961,-51.270,-40.039,-39.062,-31.250,0.000
1680451804.965,-69.824,-40.039,-36.133,-44.434,0.000
1680451804.969,-74.219,-38.574,-35.645,-41.504,0.000
1680451804.973,-60.547,-31.250,-37.109,-34.668,0.000
1680451804.977,-64.453,-26.855,-38.574,-43.457,0.000
1680451804.981,-65.918,-30.762,-33.203,-45.898,0.000
1680451804.985,-73.242,-32.227,-28.320,-42.480,0.000
1680451804.989,-73.242,-28.809,-25.879,-39.062,0.000
1680451804.993,-61.523,-24.902,-25.879,-40.039,0.000
1680451804.997,-61.523,-33.203,-30.762,-42.969,0.000
1680451805.001,-69.824,-40.527,-36.621,-43.945,0.000
1680451805.004,-67.871,-39.551,-34.668,-38.574,0.000
1680451805.008,-62.500,-37.109,-30.762,-32.715,0.000
1680451805.012,-64.453,-37.598,-33.203,-29.785,0.000
1680451805.016,-70.312,-42.480,-31.250,-23.438,0.000
1680451805.020,-79.102,-47.363,-30.273,-35.645,0.000
1680451805.024,-70.801,-43.945,-35.156,-28.320,0.000
1680451805.028,-50.781,-37.598,-25.879,-16.113,0.000
1680451805.032,-29.297,-35.645,-6.836,-18.555,0.000
1680451805.036,-21.973,-35.645,-23.926,-28.809,0.000
1680451805.040,-22.949,-39.551,-34.180,-35.156,0.000
1680451805.043,-14.648,-33.691,-26.367,-28.320,0.000
1680451805.047,-15.137,-28.809,-24.414,-22.949,0.000
1680451805.051,-14.160,-32.227,-28.320,-20.508,0.000
1680451805.055,-13.672,-29.297,-28.320,-21.973,0.000
1680451805.059,-41.992,-28.320,-26.855,-24.414,0.000
1680451805.063,-59.082,-33.203,-27.832,-27.344,0.000
1680451805.067,-59.570,-36.621,-27.344,-25.391,0.000
1680451805.071,-49.316,-31.250,-27.344,-25.879,0.000
1680451805.075,-47.363,-37.109,-20.508,-33.691,0.000
1680451805.079,-61.035,-44.434,-18.555,-42.969,0.000
