timestamps,TP9,AF7,AF8,TP10
1683642571.669,-64.453,-46.387,-50.293,-102.051
1683642571.672,-60.059,-38.086,-26.367,-80.566
1683642571.676,-35.156,-32.715,-15.137,-27.832
1683642571.680,-20.996,-26.855,-24.414,-6.348
1683642571.684,-36.621,-31.250,-39.551,-40.039
1683642571.688,-53.711,-44.922,-43.457,-78.125
1683642571.692,-48.340,-40.527,-27.344,-68.848
1683642571.696,-25.391,-24.414,-13.672,-23.926
1683642571.699,-7.812,-20.996,-24.414,2.441
1683642571.703,-15.137,-31.738,-46.875,-24.902
1683642571.707,-43.945,-47.363,-54.199,-76.172
1683642571.711,-47.852,-35.645,-33.203,-76.660
1683642571.715,-27.832,-25.391,-19.043,-30.273
1683642571.717,-15.625,-30.273,-24.414,-1.465
1683642571.721,-24.902,-34.668,-43.945,-26.855
1683642571.725,-50.293,-43.945,-48.828,-76.172
1683642571.729,-55.664,-40.039,-29.297,-83.984
1683642571.733,-32.715,-27.832,-13.184,-42.480
1683642571.737,-20.508,-20.996,-20.996,-11.230
1683642571.741,-33.691,-20.996,-35.645,-29.785
1683642571.744,-54.199,-37.598,-40.527,-74.707
1683642571.748,-66.406,-41.504,-37.598,-98.633
1683642571.752,-54.199,-31.738,-24.902,-63.477
1683642571.756,-32.227,-21.484,-13.672,-18.066
1683642571.760,-41.016,-27.344,-29.785,-33.203
1683642571.761,-68.359,-50.293,-42.969,-79.102
1683642571.765,-81.543,-55.664,-36.133,-102.051
1683642571.769,-60.547,-34.180,-19.043,-69.824
1683642571.773,-25.391,-20.020,-13.672,-17.578
1683642571.777,-17.578,-27.832,-31.250,-18.066
1683642571.781,-35.645,-36.621,-48.340,-63.965
1683642571.785,-43.945,-31.738,-41.016,-86.426
1683642571.788,-27.832,-27.344,-24.902,-52.246
1683642571.792,-8.789,-27.832,-23.438,-10.742
1683642571.796,-3.906,-26.855,-38.086,-12.207
1683642571.800,-20.508,-34.668,-47.852,-52.246
1683642571.804,-41.504,-39.551,-42.969,-82.520
1683642571.806,-34.668,-33.691,-24.902,-63.477
1683642571.810,-11.719,-21.484,-12.207,-14.648
1683642571.814,-9.277,-16.602,-22.949,0.488
1683642571.818,-34.668,-33.691,-37.598,-42.969
1683642571.822,-56.641,-41.016,-35.156,-76.660
1683642571.826,-50.293,-26.855,-17.090,-58.594
1683642571.830,-21.973,-9.277,-7.812,-11.230
1683642571.833,-13.672,-14.648,-19.043,4.883
1683642571.837,-40.039,-35.645,-40.527,-38.574
1683642571.841,-61.523,-44.922,-43.945,-82.520
1683642571.845,-57.617,-34.668,-25.879,-78.125
1683642571.849,-37.598,-21.484,-9.277,-34.180
1683642571.851,-26.855,-14.648,-16.602,-9.277
1683642571.855,-38.574,-20.996,-39.551,-39.062
1683642571.859,-58.594,-34.668,-44.434,-86.914
1683642571.863,-60.059,-30.762,-30.762,-84.473
1683642571.867,-37.109,-27.344,-23.438,-41.504
1683642571.871,-14.648,-19.531,-26.367,-7.812
1683642571.875,-16.113,-19.043,-34.180,-22.949
1683642571.878,-33.691,-34.180,-38.574,-68.359
1683642571.882,-37.598,-42.969,-29.297,-75.195
1683642571.886,-18.555,-30.273,-10.254,-35.156
1683642571.890,-4.395,-16.113,-14.160,-0.977
1683642571.894,-16.602,-21.484,-38.086,-19.043
1683642571.897,-40.039,-33.691,-47.363,-63.965
1683642571.901,-49.805,-41.016,-36.621,-79.102
1683642571.905,-31.250,-30.273,-19.531,-44.922
1683642571.909,-14.648,-21.973,-25.391,-6.348
1683642571.913,-25.879,-29.785,-48.828,-16.602
1683642571.917,-49.316,-29.785,-46.387,-56.152
1683642571.921,-61.035,-24.902,-31.738,-74.707
1683642571.924,-47.363,-30.273,-21.973,-47.363
1683642571.928,-20.996,-27.344,-13.672,-7.812
1683642571.932,-20.020,-24.414,-29.297,-12.695
1683642571.936,-45.410,-32.715,-44.922,-61.035
1683642571.940,-57.617,-37.109,-44.434,-92.285
1683642571.941,-45.898,-27.832,-26.367,-62.012
1683642571.945,-24.414,-13.672,-13.672,-10.254
1683642571.949,-19.043,-13.184,-26.855,-4.883
1683642571.953,-38.086,-28.320,-40.527,-50.293
1683642571.957,-58.594,-45.898,-39.551,-84.473
1683642571.961,-54.199,-40.527,-18.066,-61.523
1683642571.965,-32.715,-18.555,-7.324,-11.230
1683642571.968,-25.879,-22.949,-24.414,-0.488
1683642571.972,-39.062,-40.527,-42.480,-38.574
